retailer,type,company_id,location,country,sq_ft,yr_open,lat,lon
amazon,prime now,UPA1,"Philadelphia, Pennsylvania, USA",United States of America,TBD,2015,39.95227814,-75.1624527
amazon,prime now,UTN1,"Nashville, Tennessee, USA",United States of America,TBD,2015,36.16783905,-86.7781601
amazon,prime now,UTX1,"Irving, Texas,  75014",United States of America,TBD,2015,32.85503006,-96.97759247
amazon,prime now,UTX2,"Austin, Texas,  73301",United States of America,TBD,2015,30.2200985,-97.74904633
amazon,prime now,UTX3,"Houston, Texas,  77001",United States of America,TBD,2015,29.75804329,-95.36141205
amazon,prime now,UTX4,"Dallas, Texas. USA",United States of America,TBD,2015,32.77814865,-96.79540253
amazon,prime now,UVA1,"5617 Industrial Dr, Suite A, Springfield, Virginia,  22151- 4410",United States of America,126900,2015,38.79845428,-77.1696701
amazon,prime now,UVA2,"Chesapeake, Virginia, USA",United States of America,TBD,2016,36.71429062,-76.24784088
amazon,prime now,UVA3,"2034 Dabney Road, Richmond, Virginia,  23230",United States of America,11900,2015,37.57730708,-77.48223178
amazon,prime now,UTXS,"San Antonio, Texas, USA",United States of America,TBD,2015,29.42457962,-98.49461365
amazon,prime now,UWA1,"11710 118th Ave. N.E. , Building B, Kirkland, Washington,  98034",United States of America,38300,2015,47.705379,-122.18264
amazon,prime now,UWA2,"13537 Aurora Ave. N., North
Seattle, Washington,  98133",United States of America,38400,2015,47.728054,-122.345764
amazon,prime now,UWA3,"2121 8th Ave., Seattle , Washington,  98121",United States of America,18900,2015,47.61683273,-122.3390808
amazon,prime now,,"2401 Utah Ave South, First Floor, Seattle , Washington,  98134",United States of America,TBD,2016,47.57727051,-122.3373566
amazon,prime now,,"1926 6th Ave. S., Seattle , Washington,  98134",United States of America,17500,2016,47.58581311,-122.3259039
